name,cnpj,cep,state,city,address,industry_sector,enterprise_type,user_id
MAX SAVASSI ADM. HOTELEIRA S/C LTDA,01.020.616/0001-97,30112-010,MG,Belo Horizonte,,Edifícios e Estruturas,c,61
MAXI-ELETRIC COMERCIAL E IMPORTACAO LTDA. - EPP,65.524.464/0001-42,05126-120,SP,Sâo Paulo,"RUA CELESTINO MARINELLI, 65",Revenda,C,42
MAXPLAST PRODUTOS INDUSTRIAIS LTDA,09.562.800/0001-70,21020-170,RJ,Rio de Janeiro,"RUA GUATEMALA, 371",Revenda,C,90
MCM MONTAGENS INDUSTRIAIS LTDA,01.294.551/0001-78,54505-000,PE,Escada,"RODOVIA BR-101 SUL, KM 129, S/N",O&M,F,46
MD PAPEIS LTDA,72.907.595/0004-17,07705-000,SP,Caieiras,"ROD PRESIDENTE TANCREDO DE ALMEIDA NEVES, S/N/KM 34",Papel e Celulose,A,67
MEC MANUTENCAO INDUSTRIAL LTDA - EPP,15.187.723/0001-19,11013-203,SP,Santos,"AV SAO FRANCISCO, 317",O&M,B,68
MEGA PROT PRODUTOS INDUSTRIAIS E EPIS EIRELLI,14.208.414/0001-15,03404-030,SP,Sâo Paulo,"RUA RAQUETA PROVENSANO, 105",Revenda,C,42
MENEGOTTI INDUSTRIAS METALURGICAS LTDA,84.431.154/0006-32,89275-000,SC,Schroeder,"RUA PALMIRO GNEIPEL, 300",O&M,B,57
METALCORE INDUSTRIA E COMERCIO DE METAIS SPE S/A,16.774.816/0001-02,11950-000,SP,Cajati,"ROD BR 116 S/N KM 492, S/N",Mineração,B,57
METALFER SOLUÇÕES INDUSTRAIS LTDA,34.071.110/0001-66,27910-310,RJ,Macaé,"RUA MARECHAL DEODORO, 579",O&M,B,40
METALFER SOLUÇÕES INDUSTRAIS LTDA,34.071.110/0001-66,27910-310,RJ,Macaé,"RUA MARECHAL DEODORO, 579",O&M,B,74
METALOCK BRASIL - RJ,58.145.988/0004-00,20220-320,RJ,Rio de Janeiro,"RUA GAMBOA, 281",O&M,B,48
METALOCK BRASIL - Santos,58.145.988/0001-67,11013-030,SP,Santos,"RUA VISCONDE DE RIO BRANCO, 20/26",Revenda,C,68
METALPO INDUSTRIA E COMERCIO LTDA,61.032.645/0001-09,05159-900,SP,Sâo Paulo,"RUA CEL. JOSE R FREIRE, 453",O&M,B,42
METALSEALS IMP. E COM. LTDA-ME,14.518.758/0001-20,14900-000,SP,Itápolis,"RUA MINAS GERAIS, 200",O&M,B,50
METALURGICA BARRA DO PIRAI S/A,28.566.933/0001-60,27110-010,RJ,Barra do Piraí,"EST MANOEL COUTINHO CARVALHO, 3380",Metalurgia,B,48
METALURGICA FAMA LTDA - ME,01.445.553/0001-10,42700-000,BA,Lauro de Freitas,"RUA VALMIR A. COUTO, LOT. JARDIM ITINGA, 300",O&M,B,70
METALURGICA RIOSULENSE S/A,85.778.074/0001-06,89160-000,SC,Rio do Sul,"RUA EMILIO ADAMI, 700",O&M,B,57
METALÚRGICA VULCANO LTDA,29.291.531/0001-62,27325-330,RJ,Barra Mansa,"AVN PRESIDENTE KENNEDY, 3100",Metalurgia,A,74
METODO POTENCIAL ENGENHARIA LTDA,58.700.428/0001-27,04571-100,SP,Sâo Paulo,"PRACA PROFESSOR JOSE LANNES, 40/1º ANDAR",O&M,B,50
METRO QUADRADO ENGENHARIA E ARQUITETURA LTDA,31.433.952/0001-22,78043-352,MT,Cuiabá,"R MARECHAL MASCARENHAS DE MORAES, 363/SALA 02",Edifícios e Estruturas,,75
METSO - Aracruz,47.247.580/0002-60,29194-004,ES,Aracruz,"ROD LUIZ TEODORO MUSSO, S/N/KM 1",Projetos e Engenharia,A+,74
METSO - Sorocaba,47.247.580/0001-80,18087-101,SP,Sorocaba,"AVENIDA INDEPENDENCIA, 2500",O&M,B,69
METSO BRASIL INDUSTRIA E COMERCIO LTDA,16.622.284/0024-84,29194-006,ES,Aracruz,"RUA ARISTIDES BITTI, 145",Mineração,A,49
METSO PAPER SOUTH AMERICA LTDA,43.443.043/0009-01,65919-050,MA,Imperatriz,"AVENIDA NEWTON BELLO, S/N",Papel e Celulose,C,54
METTA OFFSHORE EIRELI,28.606.133/0001-25,28970-000,RJ,Araruama,"RUA MARIA FREITAS, LOT PARQUE HOTEL, 242",Revenda,C,40
MEZZALIRA COMERCIO E IMPORTACAO LTDA,07.341.362/0002-76,29147-030,ES,Cariacica,"RUA GOVERNADOR MARIO COVAS, 600",Revenda,C,90
MIC - MONTAGEM INDUSTRIAL E CALDEIRARIA LTDA ME,97.473.201/0001-48,76450-000,GO,Minaçu,"RUA 57, S/N/QD 1",MINERAÇÃO,B,65
MIL MADEIRAS PRECIOSAS LTDA,04.193.033/0001-56,69100-970,AM,Itacoatiara,"RODOVIA AM 363, S/N/KM 1",PAPEL E CELULOSE,,56
MILENIA AGROCIENCIAS S/A,02.290.510/0001-76,86031-610,PR,Londrina,"RUA PEDRO ANTONIO DE SOUZA, 400",Química,C,57
MILLS SI SERVICOS INDUSTRIAIS S/A,18.593.815/0002-78,42806-040,BA,Camaçari,"AVENIDA CONCENTRICA, S/N",O&M,B,90
MILLS SI SERVICOS INDUSTRIAIS S/A,18.593.815/0002-78,42806-040,BA,Camaçari,"AVENIDA CONCENTRICA, S/N",O&M,B,70
MILPLAN ENGENHARIA S.A.,15.063.096/0001-04,30390-530,MG,Belo Horizonte,,Projetos e Engenharia,b,61
MINA TUCANO LTDA,05.642.709/0001-04,68945-000,AP,Pedra Branca do Amapari,"EST DO TAPEREBA, S/N",Mineração,A,94
MINASJATO BRASIL JATEAMENTO E PINTURA EIRELI,24.200.621/0001-87,32341-500,MG,Contagem,,Revenda,C,61
Mineração Apoena S.A.,,,MT,Pontes e Lacerda,,mineração,a,90
MINERACAO AURIZONA S/A,42.422.048/0002-19,65285-000,MA,Godofredo Viana,"AV. PRINCIPAL, S/N/ZONA RURAL",Mineração,A,54
Mineração Caraiba Mina Matriz Pilar,,,BA,Juazeiro,,Mineração,,90
Mineração Caraiba Mina Suçuarana,,,BA,Juazeiro,,Mineração,,90
MINERACAO CARAIBA - Jaguarari,42.509.257/0001-13,48967-000,BA,Jaguarari,"FAZENDA CARAIBA, S/N",mineração,,90
MINERACAO CORUMBAENSE REUNIDAS S/A,03.327.988/0004-39,79301-000,MS,Corumbá,,mineração,A,64
Mineração Jundu - BALNEÁRIO BARRA DO SUL,,,SC,Balneário Barra do Sul,,mineração,b,90
Mineração Jundu  - SÃO JOÃO DEL REI,,,MG,São João del Rei,,mineração,b,90
Mineração Jundu - ESTÂNCIA,,,SE,Estância,,mineração,b,88
MINERACAO JUNDU - Analândia,60.628.468/0022-81,13550-000,SP,Analândia,"ESTRADA ANALÂNDIA CORUMBATAÍ, S/N/KM 05",MINERAÇÃO,B,50
Mineração Jundu - VIAMÃO,,,RS,Viamão,,mineração,b,71
Mineração Lapa Vermelha ,,,MG,Pedro Leopoldo,,Mineração,b,61
MINERACAO MARACA INDUSTRIA E COMERCIO S/A,86.902.053/0001-13,76560-000,GO,Alto Horizonte,"RODOVIA  GO 347, S/N/FAZENDA GENIPAP",MINERAÇÃO,A+,65
MINERACAO MARSIL EIRELI,16.800.211/0001-49,35177-000,MG,Antônio Dias,"FAZ LIBERDADE, 100",Mineração,B,58
Mineração morro do ipe ,,,MG,Brumadinho,,mineração,b,61
MINERACAO PARAGOMINAS S/A,12.094.570/0004-10,68625-970,PA,Paragominas,"EST DA MINERACAO, S/N/BR 010 KM 30",Mineração,A+,94
MINERACAO RIO DO NORTE S/A,04.932.216/0001-46,68275-000,PA,Oriximiná,"POV PORTO TROMBETAS, S/N",Mineração,A+,94
MINERACAO SERRA GRANDE S/A,42.445.403/0001-94,76510-000,GO,Crixás,"RODOVIA  GO 336, S/N/KM 97",MINERAÇÃO,A+,65
MINERAÇÃO SERRA VERDE,,,GO,Minaçu,,Mineração,A,90
MINERACAO TABOCA S/A,34.019.992/0016-05,69737-000,AM,Presidente Figueiredo,"LUG. VILLA PITINGA, S/N",mineração,A+,56
"MINERAÇÃO USIMINAS MINA OESTE
Itatiaiuçu - MG",12.056.613/0004-72,35685-000,MG,Itatiaiuçu,,Mineração,b,61
MINERACAO USIMINAS S/A,12.056.613/0004-72,35685-000,MG,Itatiaiuçu,"FAZENDA SAMAMBAIA, S/N",MINERAÇÃO,A+,58
Mineração Vale Verde,,,AL,Craíbas,,Mineração,A+,78
MINERACOES BRASILEIRAS REUNIDAS S A MBR - CAP. DO MATO,33.417.445/0017-98,35450-000,MG,Itabirito,,mineração,A+,61
Minerals do Brasil,,,MG,Brumadinho,,mineração,b,61
Minor Basalto e Ouro em Siplicio Mendes,,,PI,,,mineração,A+,90
MISEL ENGENHARIA LTDA,31.888.951/0004-15,23565-170,RJ,Rio de Janeiro,"RUA AGUANIL, 160/QD 1, LT 2",Projetos e Engenharia,C,74
MIVAL MINERACAO VALE DO RIO TIJUCAS LTDA,83.471.722/0001-51,88230-000,SC,Canelinha,"R MARIA JOSE ESPINDOLA, 1400",O&M,C,57
MIX TUDO COMERCIO E SERVIÇOS EIRELLI ME,26.249.561/0001-12,29146-201,ES,Cariacica,"AVENIDA EXPEDITO GARCIA, 639",Revenda,C,49
MIZU Manaus - AM,,,AM,Manaus,,Cimenteira,a,56
MIZU Matozinhos – MG,,,MG,Matozinhos,,cimenteira,b,61
MIZU Vitória - ES,,,ES,,,Cimenteira,B,49
MKG EQUIPAMENTOS LTDA,05.115.921/0001-13,07043-050,SP,Guarulhos,"RUA ITALIANA, 248",O&M,B,42
MMX SUDESTE MINERAÇÃO S/A,08.830.308/0002-57,32900-000,MG,Igarapé,"RODOVIA FERNÃO DIAS, BR 381, S/N",MINERAÇÃO,F,61
MODEC MV30 - FPSO Carioca ,,,SP,,,Óleo e gás (offshore),A+,68
MODEC MV31 - FPSO Guanabara ,,,SP,,,Óleo e gás (offshore),A+,68
MODEC MV32 - FPSO Almirante Barroso ,,,SP,,,Óleo e gás (offshore),A+,68
MODEC MV33 - FPSO Anita Garibaldi,,,SP,,,Óleo e gás (offshore),A+,68
MOIND COMERCIO E MONTAGENS IND LTDA,03.170.124/0001-03,12945-755,SP,Atibaia,"AV. PROFESSOR ODAIR DA SILVA PINTO, 1101",O&M,B,104
MOINHO DO CRUZEIRO DO SUL S/A,88.301.155/0021-52,66823-060,PA,Belém,"ROD. ARTHUR BERNARDES, 10282-10426 - TELÉGRAFO SEM FIO",Alimentos e Bebidas,C,94
MONDLEZ,,,PE,,,Alimentos e Bebidas,,46
MONSANTO - Camaçaro,64.858.525/0139-80,42810-000,BA,Camaçari,"RUA ETENO, 500I",Química,A,41
Monsanto - Luiz Eduardo ,,,ba,Luís Eduardo Magalhães,,Alimentos e Bebidas,,90
MONTCALM - Aracaju,63.081.764/0024-65,49020-365,SE,Aracaju,"RUA CONSTRUTOR JOAO ALVES, 197",,B,88
MONTCALM - Rio Grande,63.081.764/0016-55,96204-040,RS,Rio Grande,"AVENIDA PORTUARIA, 2000/SETOR 7",O&M,C,71
MONTCALM - São Paulo,63.081.764/0013-02,04183-090,SP,Sâo Paulo,"RUA OLYMPIA SEMERARO, 211/KM 12 RD. ANCHI",O&M,B,42
MONTE SERRAT ENERGETICA S.A,06.982.741/0002-82,25870-000,RJ,Comendador Levy Gasparian,"ESTRADA DA UNIAO INDUSTRIA KM 147, 101",Energia (Hidro),A,80
MORLAN S/A,53.309.795/0001-80,14620-000,SP,Orlândia,"RUA QUARTORZE, 1126",Siderurgia,B,50
Morro do IPE,,,MG,Igarapé,,MINERAÇÃO,a,61
Mosaic - Paranaguá,,,PR,Paranaguá,,Fertilizantes,A,57
Mosaic - Rio Grande,,,RS,Rio Grande,,Fertilizantes,,71
Mosaic - São Francisco do Sul,,,SC,São Francisco do Sul,,Fertilizantes,A,57
Mosaic - Alfenas,,,MG,Alfenas,,Fertilizantes,b,61
Mosaic - Campinas,,,SP,,,Fertilizantes,,50
Mosaic - Campo Grande,,,MS,Campo Grande,,FERTILIZANTES,B,64
Mosaic Fertilizantes Cubatão SP,,,SP,,,Fertilizantes,,50
MOSAIC - Araxá,33.931.486/0019-60,38184-270,MG,Araxá,"AVENIDA ARAFERTIL, 5000",fertilizantes,A+,59 
MOSAIC - Catalão,33.931.486/0009-98,75709-150,GO,Catalão,"RUA L-2, BR 050, S/N/KM 284,5",fertilizantes,A+,96
MOSAIC - Rosário do Catete,33.931.486/0033-18,49760-000,SE,Rosário do Catete,"ESTRADA SE-206, KM 10, S/N",Fertilizantes,a,88
MOSAIC - Rosário do Catete,33.931.486/0033-18,49760-000,SE,Rosário do Catete,"ESTRADA SE-206, KM 10, S/N",Fertilizantes,A,88
MOSAIC - Rosário do Catete,33.931.486/0033-18,49760-000,SE,Rosário do Catete,"ESTRADA SE-206, KM 10, S/N",Fertilizantes,A,88
MOSAIC - Rosário do Catete,33.931.486/0033-18,49760-000,SE,Rosário do Catete,"ESTRADA SE-206, KM 10, S/N",Fertilizantes,A,88
MOSAIC - Rosário do Catete,33.931.486/0033-18,49760-000,SE,Rosário do Catete,"ESTRADA SE-206, KM 10, S/N",Fertilizantes,A+,88
MOSAIC - Rosário do Catete,33.931.486/0020-01,38185-000,MG,Tapira,"RODOVIA MGC, 146/KM 196,25",fertilizantes,A,59 
MOSAIC - Rosário do Catete,33.931.486/0014-55,38001-970,MG,Uberaba,"RODOVIA ESTRADA DA CANA, S/N/KM 111",fertilizantes,a,59 
MOSAIC - Cajati,33.931.486/0005-64,11950-000,SP,Cajati,"RODOVIA BR 116, S/N",Fertilizantes,A+,57 
Mosaic - Patos de Minas,,,MG,Patos de Minas,,Fertilizantes,b,61
Mosaic - Patrocínio,,,MG,Patrocínio,,Fertilizantes,b,59 
Mosaic - Rondonópolis,,,MT,Rondonópolis,,FERTILIZANTES,A,75
Mosaic - São Luís,,,MA,São Luís,,Fertilizantes,b,90
Mosaic - Sorriso,,,MT,Sorriso,,FERTILIZANTES,A,75
Mosaic - Tapira,,,MG,Tapira,,Fertilizantes,b,61
MOTORINDUSTRIAL MANUTENCAO E REBOBINAMENTO LTDA,08.599.977/0001-89,42843-000,BA,Camaçari,"RUA DA MANGUEIRA, 102",O&M,B,70
MOVIGAS PRESTACAO DE SERVICOS DE COMPRESSAO DE GAS LTDA - ME,07.636.325/0001-04,41820-770,BA,Salvador,"RUA ALCEU AMOROSO LIMA, 470",O&M,B,70
"MPB COMÉRCIO, SERVIÇOS E TRANSPORTES ",27.351.835/0001-42,27615-210,RJ,Macaé,"RUA ARGENTINA, 580/CASA 01",Revenda,C,40
"MPB COMÉRCIO, SERVIÇOS E TRANSPORTES ",27.351.835/0001-42,27615-210,RJ,Macaé,"RUA ARGENTINA, 580/CASA 01",Revenda,C,74
MPI ENGENHARIA LTDA-ME,20.984.620/0001-10,13220-080,SP,Várzea Paulista,"AVENIDA ANA MARQUES, 307",O&M,B,67
MSHS BRASIL ENGENHARIA LTDA,07.316.498/0006-50,42800-063,BA,Camaçari,"RUA FRANCISCO DRUMOND, 41/EDIFICIO MACEDO",Projetos e Engenharia,,90
MULTSHIP - COMERCIO VAREJISTA EM GERAL LTDA - EPP,03.920.695/0001-18,11013-440,SP,Santos,"RUA ANHANGUERA, 4",Revenda,B,68
MZT INDUSTRIA MECANICA LTDA - EPP,03.678.153/0001-80,03400-000,MG,Nova Lima,,O&M,C,61
N & C DE MACAE COMERCIO E REPRESENTACOES LTDA ME,12.987.209/0001-70,28895-600,RJ,Rio das Ostras,"ROD AMARAL PEIXOTO, S/N/LOJAS 03 E 04",Revenda,C,40
N & C DE MACAE COMERCIO E REPRESENTACOES LTDA ME,12.987.209/0001-70,28895-600,RJ,Rio das Ostras,"ROD AMARAL PEIXOTO, S/N/LOJAS 03 E 04",Revenda,C,74
N B SANTOS COMÉRCIO E SERVIÇOS EIRELI,30.484.963/0001-79,28893-833,RJ,Rio das Ostras,"RUA TIJUCA, 498",Revenda,C,90
NACIONAL MINERIOS S/A,08.446.702/0005-39,35400-000,MG,Ouro Preto,"RODOVIA BR 040, KM 590, S/N",MINERAÇÃO,b,58
NARDINI AGROINDUSTRIAL LTDA,48.708.267/0461-56,15920-000,SP,Vista Alegre do Alto,"FAZENDA VISTA ALEGRE, S/N/KM 25",Açúcar e alcool,A,51
NASSAU,,,MA,Codó,,Cimenteira,B,54
Nassau Cimentos Cachoeiro de Itapemirim - ES,,,ES,,,Cimenteira,B,49
NATIONAL OILWELL VARCO DO BRASIL LTDA,02.650.425/0001-71,27930-070,RJ,Macaé,"AV PREFEITO ARISTEU FERREIRA DA SILVA, 70",Óleo e Gás (Offshore),A,73
NATIONAL OILWELL VARCO DO BRASIL LTDA,02.650.425/0001-71,27.930-070,RJ ,Macaé,"AV PREFEITO ARISTEU FERREIRA DA SILVA, 70",Óleo e Gás (Offshore),A,73
NAVEGACOES UNIDAS TAPAJOS S/A,11.338.257/0001-74,68445-000,PA,Barcarena,"RUA PADRE CASEMIRO PEREIRA DE SOUZA, S/N",Naval,B,94
NAVIO AERODROMO SAO PAULO,04.224.881/0001-85,20091-000,RJ,Rio de Janeiro,"ILHA DAS COBRAS, S/N",Naval,B,74
NAVIO DE DESEMBARQUE DE CARROS DE COMBATE ALMIRANTE SABOIA,00.394.502/0480-07,24040-300,RJ,Niterói,"ILHA DE MOÇAMGUE, SN",Naval,B,74
NAVIO PATRULHA GRAVATAI,03.486.513/0001-42,40800-310,BA,Salvador,"BASE NAVAL DE ARATU- RODOVIA BA528, S/N",Naval,B,70
NAVIO VARREDOR ANHATOMIRIM,00.394.502/0212-22,40800-130,BA,Salvador,"LOC BASE NAVAL DE ARATU, S/N/CAIS A",Naval,,70
NAVIO VARREDOR ARACATUBA,00.394.502/0213-03,40301-155,BA,Salvador,"LOC SAO TOME DE PARIPE, S/N",Naval,,70
NAVISHIP,07.171.021/0001-19,88371-320,SC,Navegantes,"R ORLANDO FERREIRA, 305",Naval,A,57
NEAC COMPRESSOR SERVICE LTDA,10.953.687/0001-33,30390-080,MG,Belo Horizonte,,O&M,b,61
NEOSIGMA MANUTENCAO INDUSTRIAL LTDA ME,04.256.460/0001-36,83703-350,PR,Araucária,"RUA ZDENCO GAYER, 13",Outro,C,57
NESTLE NORDESTE ALIMENTOS E BEBIDAS LTDA,08.334.818/0001-52,44079-002,BA,Feira de Santana,"RODOVIA BR 324, S/N",Alimentos e Bebidas,B,70
NESTLE NORDESTE ALIMENTOS E BEBIDAS LTDA,08.334.818/0001-52,44079-002,BA,Feira de Santana,"RODOVIA BR 324, S/N",Alimentos e Bebidas,B,70
NEW ENERGY ENERGIAS RENOVAVEIS LTDA,17.272.877/0001-34,59014-555,RN,Natal,"AV HERMES DA FONSECA, 1179",Energia (Éolica),B,47
NEW ENERGY OPTIONS GERACAO DE ENERGIA S.A.,04.245.220/0002-17,59598-000,RN,Guamaré,"ROD RN2-221, S/N",Energia (Éolica),A,47
NEW RUBBER ARTEFATOS DE BORRACHAS E PLASTICOS LTDA - ME,17.110.831/0001-19,05135-000,SP,Sâo Paulo,"RUA GENERAL LAURO CAVALCANTI DE FARIAS, 427/LOJA 1",Revenda,C,42
NEW SAB MAQUINAS EQUIPAMENTOS E ESTRUTURAS METALICAS LTDA,27.514.991/0001-87,28600-001,RJ,Nova Friburgo,"AVN DOS FERROVIARIO, 496",Revenda,C,74
Nexa morro aguado,,,MG,Paracatu,,mineração,a,90
NEXA MT ARIPURANA,,,MT ,Aripuanã,,mineração,A+,75
NEXA Vazante,,,MG,Vazante,,mineração,A+,96
NIAGRO (FRUTAS),,,RN,,,Alimentos e Bebidas,,47
NILIT AMERICANA FIBRAS DE POLIAMIDA LTDA,21.103.316/0001-89,13470-310,SP,Americana,"AVENIDA SAO JERONIMO, 6001",Química,A,104
NIOBRAS MINERACAO LTDA,07.171.562/0003-09,75715-000,GO,Ouvidor,"RODOVIA GO 503, S/N/KM 11,5",MINERAÇÃO,A+,96
NIPPON ENGENHARIA LTDA,03.924.613/0001-03,42810-170,BA,Camaçari,"AVENIDA LESTE QD I LOTE 12, S/N",Projetos e Engenharia,,41
NISHIPOWER SERVIÇOS ELETRICOS LTDA,00.987.500/0001-69,86025-180,PR,Londrina,"AVENIDA BRASILIA, 3000",Outro,C,57
NM ENGENHARIA - Salvador,51.594.950/0008-07,41820-020,BA,Salvador,"AVENIDA TANCREDO NEVES, 1632",Projetos e Engenharia,,70
NM ENGENHARIA - São Paulo,51.594.950/0011-02,05506-070,SP,Sâo Paulo,"AVENIDA VALENTIM GENTIL, 498",O&M,B,42
NOBRE SERVICE MANUTENCAO OFFSHORE LTDA ME,17.214.584/0001-09,24050-190,RJ,Niterói,"RUA MARIO TRILHA, 209",EPC,B,74
NOGUEIRA E AMORIM LTDA,03.636.188/0001-57,69082-267,AM,Manaus,"RUA CANDELARIA, 184",O&M,,56
NORDESTE EXCELLENCE - Salvador,09.635.340/0001-63,40015-590,BA,Salvador,"RUA DO PILAR, 15",naval,B,70
NORDESTE EXCELLENCE - Salvador,09.635.340/0001-63,40015-590,BA,Salvador,"RUA DO PILAR, 15",Naval,B,70
NORDESTE SHIP FORNECIMENTO E REPAROS NAVAIS LTDA,05.546.970/0001-00,40415-000,BA,Salvador,"RUA DO PILAR, 15/BLOCO B, EDF. P",naval,,70
NORSHIP PARTICIPACOES E REPRESENTACOES LTDA,09.053.172/0002-89,77500-000,TO,Porto Nacional,"TO 080 KM 21,3, S/N/LOTE 15",Revenda,,90
NORSKAN OFFSHORE ,04.023.447/0002-18,27933-420,RJ,Macaé,"RUA R-3 INTERNACIONAL, 261/QD. W1, LT 10",Óleo e Gás (Offshore),B,40
NORSKAN OFFSHORE ,04.023.447/0002-18,27933-420,RJ,Macaé,"RUA R-3 INTERNACIONAL, 261/QD. W1, LT 10",Óleo e Gás (Offshore),B,40
NORTE METALURGICA & MECANICA LTDA EPP,13.416.145/0001-10,68925-000,AP,Santana,"RUA SALVADOR DINIZ, 48",Siderurgia,C,94
NORTEL SUPRIMENTOS - Campinas,46.044.053/0029-06,13052-501,SP,Campinas,"RUA GUSTAVO ORSOLINI, 6465",Revenda,B,104
NORTEL SUPRIMENTOS - Serra,46.044.053/0046-07,29170-740,ES,Serra,"AVENIDA CIVIT I, 1795",Revenda,C,49
NORTEL SUPRIMENTOS - Goiânia,46.044.053/0054-17,74460-060,GO,Goiânia,"ALAMEDA CORCOVADO, S/N/QD 106, LT 24",Revenda,C,65
NORTEMÉDICA COMÉRCIO E REPRESENTAÇÕES LTDA - EPP,06.253.085/0001-04,76804-131,RO,Porto Velho,"AVENIDA GUANABARA, 1275",Revenda,,90
NORTENG ENGENHARIA LTDA,01.200.622/0006-30,20270-133,RJ,Rio de Janeiro,"RUA DO MATOSO, 06",Projetos e Engenharia,A,48
NORTOX S/A,75.263.400/0001-99,86706-430,PR,Arapongas,"RODOVIA BR-369, S/N/KM 197",Química,C,57
NOURYON PULP AND PERFORMANCE - Itupeva,43.818.418/0009-70,13295-000,SP,Itupeva,"RODOVIA AKZO NOBEL, 707/PORTÃO A",Química,A,67
NOURYON PULP AND PERFORMANCE - Jundiaí,43.818.418/0001-13,13212-240,SP,Jundiaí,"RODOVIA DOM GABRIEL PAULINO BUENO COUTO, S/N/KM 65",Química,A,67
NOVACKI PAPEL E EMBALAGENS S.A.,13.987.350/0003-05,13190-000,SP,Monte Mor,"RUA TOBIAS BUENO DE OLIVEIRA, 485/BLOCO 1",Papel e Celulose,A,104
NOVO MUNDO ENERGETICA S/A,05.105.045/0001-44,78528-000,MT,Novo Mundo,"ESTRADA LINHA 45 KM 15, S/N/PCH BRAÇO NORTE",ENERGIA (Hidro),,75
NUFARM IND QUIM E FARMACEUTICA S/A - CE,07.467.822/0001-26,61939-000,CE,Maracanaú,"AVENIDA PARQUE SUL, 2138",Química,A,95
O DE ANDRADE COMERCIO DE EQUIPAMENTOS INDUSTRIAIS - ME,07.381.570/0001-18,28896-070,RJ,Rio das Ostras,"R BOM JESUS DE ITABAPUANA, S/N/LT 08, QD 02",Revenda,C,40
OBED ENGENHARIA LTDA ME,22.102.688/0001-53,66080-322,PA,Belém,"TV LOMAS VALENTINAS, 1591",Projetos e Engenharia,C,94
OCEANAVE SERVICOS MARITIMOS E TERRESTRES EIRELI - EPP,59.501.908/0001-21,11600-000,SP,São Sebastião,"RUA JAU, 10",Revenda,C,50
OCIDENTAL TRANSPORTE E NAVEGAÇÃO LTDA,84.656.164/0001-61,69010-080,AM,Manaus,"RUA VINTE E QUATRO DE MAIO, 220",naval,,56
OCYAN S.A.,08.091.102/0003-33,27925-290,RJ,Macaé,"RODOVIA AMARAL PEIXOTO, S/N/KM 167",Óleo e Gás (Offshore),A,73
OCYAN S.A.,08.091.102/0003-33,27925-290,RJ,Macaé,"RODOVIA AMARAL PEIXOTO, S/N/KM 167",Óleo e Gás (Offshore),A,73
OCYAN S.A.,08.091.102/0003-33,27925-290,RJ,Macaé,"RODOVIA AMARAL PEIXOTO, S/N/KM 167",Óleo e Gás (Offshore),A,73
ODEBRECHT OLEO E GAS S/A,08.091.102/0002-52,27925-290,RJ,Macaé,"RODOVIA AMARAL PEIXOTO, S/N/KM 167",Óleo e Gás (Offshore),A,40
OGRAMAC INDUSTRIA E COMERCIO LTDA,46.190.104/0001-07,13830-000,SP,Santo Antônio de Posse,"ROD SP 107, KM 23,5, S/N",O&M,B,50
OILTANQ,,,ES,,,,B,49
OJI PAPEIS ESPECIAIS LTDA,11.547.756/0001-71,13415-900,SP,Piracicaba,"VIA COMENDADOR PEDRO MORGANTI, 3393",Papel e Celulose,A,104
OLEOPLAN Biodiesel,,,BA,Iraquara,,Alimentos e Bebidas,,90
OLEOPLAN S/A OLEOS VEGETAIS PLANALTO,88.676.127/0002-57,95330-000,RS,Veranópolis,"EST RST 470, 3482/KM 0109",Química,C,71
OLEOQUIMICA IND E COM DE PRODUTOS QUIMICOS LTDA,07.080.388/0001-27,42810-340,BA,Camaçari,"RUA AMONIA, S/N",Química,A,70
OLEOQUIMICA IND E COM - l,07.080.388/0001-28,42810-000,BA,Camaçari,"RUA BENZENO, 1065",Química,A,70
OLEOQUIMICA IND E COM - ll,07.080.388/0001-29,42810-000,BA,Camaçari,"RUA BENZENO, 1065",Química,A,70
OLEOQUIMICA IND E COM - lll,04.210.423/0001-97,69041-010,AM,Manaus,"AVENIDA DO TURISMO, 7057",Energia (Hidro),,56
OLIVEIRA IND. E COM RETENTORES LTDA,31.482.789/0001-98,29164-030,ES,Serra,"RUA MARILENE ROSA B. POLETTI, 702",EPC,B,49
OMBREIRAS ENERGETICA S/A,04.760.363/0002-67,78260-000,MT,Araputanga,"EST DE FARINOPOLIS, S/N/KM 85",ENERGIA (Hidro),,75
"OMYA DO BRASIL IMPORTACAO, EXPORTACAO E COMERCIO DE MINERAIS",05.969.945/0005-63,79601-970,MS,Três Lagoas,"RODOVIA MS 395 KM 21, S/N/RUA L",Química,C,60
ONDINA LODGE EMPREENDIMENTOS SPE LTDA,11.169.139/0001-80,41810-012,BA,Salvador,"AV PROFESSOR MAGALHAES NETO, 1752",Edifícios e Estruturas,,70
ONDUNORTE CIA DE PAPEIS E PAPELAO ONDULADO DO NORTE,10.808.699/0001-74,53640-000,PE,Igarassu,"AVENIDA ALFREDO BANDEIRA DE MELO, S/N",Papel e Celulose,C,46
OOG TKP PRODUCAO DE PETROLEO LTDA,13.920.130/0002-75,88311-740,SC,Itajaí,"AVENIDA MARIO URIARTE, 1290",Óleo e Gás (Offshore),B,57
OOGTK LIBRA PRODUCAO DE PETROLEO LTDA,22.027.876/0001-64,20220-710,RJ,Rio de Janeiro,"AVENIDA CIDADE DE LIMA, 86",Óleo e Gás (Offshore),,73
