name,cnpj,cep,state,city,address,industry_sector,enterprise_type,user_id
OOGTK LIBRA PRODUCAO DE PETROLEO LTDA,22.027.876/0001-64,20220-710,RJ,Rio de Janeiro,"AVENIDA CIDADE DE LIMA, 86",Óleo e Gás (Offshore),,73
OOG-TKP PRODUCAO DE PETROLEO LTDA,13.920.130/0001-94,88301-495,SC,Itajaí,"RUA MARIA MARLY PIZTZ, 76",Óleo e Gás (Offshore),A+,57
OOS INTERNATIONAL DO BRASIL SERVIÇOS MARITIMOS LTDA,21.584.896/0001-73,27930-075,RJ,Macaé,"RUA INTERNACIONAL, 261",Naval,A,73
OOS INTERNATIONAL DO BRASIL SERVIÇOS MARITIMOS LTDA,21.584.896/0001-73,27930-075,RJ,Macaé,"RUA INTERNACIONAL, 261",Naval,A,73
OOS INTERNATIONAL DO BRASIL SERVIÇOS MARITIMOS LTDA,21.584.896/0001-73,27930-075,RJ,Macaé,"RUA INTERNACIONAL, 261",Naval,A,73
OPERAÇÕES MARITIMAS MAR PROF. BRAS. LTDA,07.283.129/0002-84,29154-504,ES,Cariacica,"RODOVIA BR 101 NORTE, EST DO CONTORNO, 600/KM 290",Naval,F,89
ORION ENGINEERED CARBONS LTDA,11.931.402/0001-26,13147-030,SP,Paulínia,"AVENIDA ANTONIO FADIN, 1300",Petroquímica,A,104
ORSA INTERNATIONAL PAPER EMBALAGENS LTDA,17.101.880/0005-19,07810-000,SP,Franco da Rocha,"AVENIDA PACAEMBU, 495",Papel e Celulose,A,67
OSASUNA PARTICIPACOES LTDA,03.941.904/0001-00,61939-170,CE,Maracanaú,"AVENIDA PARQUE NORTE-1, 89",O&M,C,95
OSM OFFSHORE COMERCIO DE SUPRIMENTOS LTDA,20.861.218/0001-48,26281-570,RJ,Nova Iguaçu,"RUA MONTE ALEGRE, 26",Revenda,C,90
OSVALDO GOMES SALES NETO - ME,07.094.003/0001-80,42850-000,BA,Dias d'Ávila,"LOTEAMENTO MONTE ALTO, S/N",Revenda,,90
OSX 1,,,RJ,,,Óleo e Gás (Offshore),,74
OSX 3,,,RJ,,,Óleo e Gás (Offshore),,74
OURO ENERGETICA S/A,06.087.883/0002-86,95370-000,RS,Barracão,"OTR MONTE ALEGRE, S/N",Energia (Hidro),B,71
OXITENO - Camaçari,14.109.664/0001-06,42810-000,BA,Camaçari,"RUA BENZENO, 1065",Química,A,70
OXITENO - Camaçari,14.109.664/0001-06,42810-000,BA,Camaçari,"RUA BENZENO, 1065",Química,A,70
OXITENO - Camaçari,14.109.664/0001-06,42810-000,BA,Camaçari,"RUA BENZENO, 1065",Química,A,70
OXITENO - Camaçari,14.109.664/0001-06,42810-000,BA,Camaçari,"RUA BENZENO, 1065",Química,A,70
OXITENO - Triunfo,14.109.664/0008-74,95853-000,RS,Triunfo,"BR 386, RODOVIA TABAI/CANOAS, KM 419, L7, S/N",Petroquímica,B,71
OXITENO - Suzano,62.545.686/0013-97,08686-000,SP,Suzano,"AVENIDA JORGE BEY MALUF, 2163",Química,A,42
OXITENO - Mauá,62.545.686/0002-34,09380-440,SP,Mauá,"AVENIDA AYRTON SENNA DA SILVA, 3001",Química,A,42
P&P DISTRIBUICAO DE MATERIAIS ELETRICOS E ELETRONICOS LTDA,05.358.101/0001-52,18050-612,SP,Sorocaba,"R. TENENTE CORONEL JOAO CARLOS DE CAMPOS, 138",Revenda,C,69
P08,,,RJ,,,Óleo e Gás (Offshore),,74
P09,,,RJ,,,Óleo e Gás (Offshore),,74
P18,,,RJ,,,Óleo e Gás (Offshore),,74
P19,,,RJ,,,Óleo e Gás (Offshore),,74
P20,,,RJ,,,Óleo e Gás (Offshore),,74
P25,,,RJ,,,Óleo e Gás (Offshore),,74
P26,,,RJ,,,Óleo e Gás (Offshore),,74
P31,,,RJ,,,Óleo e Gás (Offshore),,74
P32,,,RJ,,,Óleo e Gás (Offshore),,74
P33,,,RJ,,,Óleo e Gás (Offshore),,74
P35,,,RJ,,,Óleo e Gás (Offshore),,74
P37,,,RJ,,,Óleo e Gás (Offshore),,74
P38,,,RJ,,,Óleo e Gás (Offshore),,74
P40,,,RJ,,,Óleo e Gás (Offshore),,74
P43,,,RJ,,,Óleo e Gás (Offshore),,74
P47,,,RJ,,,Óleo e Gás (Offshore),,74
P48,,,RJ,,,Óleo e Gás (Offshore),,74
P50,,,RJ,,,Óleo e Gás (Offshore),,74
P51,,,RJ,,,Óleo e Gás (Offshore),,74
P52,,,RJ,,,Óleo e Gás (Offshore),,74
P53,,,RJ,,,Óleo e Gás (Offshore),,74
P54,,,RJ,,,Óleo e Gás (Offshore),,74
P55,,,RJ,,,Óleo e Gás (Offshore),,74
P56,,,RJ,,,Óleo e Gás (Offshore),,74
P57,,,RJ,,,Óleo e Gás (Offshore),,74
P58,,,RJ,,,Óleo e Gás (Offshore),,74
P61,,,RJ,,,Óleo e Gás (Offshore),,74
P62,,,RJ,,,Óleo e Gás (Offshore),,74
P63,,,RJ,,,Óleo e Gás (Offshore),,74
P65,,,RJ,,,Óleo e Gás (Offshore),,74
P66,,,SP,,,Óleo e gás (offshore),,68
P67,,,SP,,,Óleo e gás (offshore),,68
P74,,,SP,,,Óleo e gás (offshore),,68
P75,,,SP,,,Óleo e gás (offshore),,68
P76,,,SP,,,Óleo e gás (offshore),,68
P77,,,SP,,,Óleo e gás (offshore),,68
PAGRISA PARÁ PASTORIL E AGRÍCOLA S/A,05.459.177/0001-74,68632-000,PA,Ulianópolis,,Açúcar e alcool,C,94
PALMYRA DO BRASIL - Santos Dumont,04.872.297/0016-12,36240-000,MG,Santos Dumont,,mineração,A+,61
PALMYRA DO BRASIL - Breu Branco,04.872.297/0001-36,68488-000,PA,Breu Branco,"ROD. PA-263, S/N/KM 3,5",Mineração,A,72
PANDENOR IMP. E EXP. LTDA,00.499.730/0001-89,55590-972,PE,Ipojuca,"AV. PORTUARIA, 69",Química,B,46
PARA PIGMENTOS S/A,33.931.510/0003-01,68637-000,PA,Ipixuna do Pará,"RODOVIA PA 256, S/N/KM 68",Mineração,B,94
PARAGON DRILLING ENGENHARIA LTDA,16.579.067/0001-62,07111-120,SP,Guarulhos,"RUA ONZE DE AGOSTO, 17/ANDAR 1 SL 3",O&M,C,42
PARAGUAÇU TEXTIL LTDA,96.368.816/0002-22,37120-000,MG,Paraguaçu,,Têxtil,c,61
PARANA EQUIPAMENTOS S/A,76.527.951/0001-85,81690-200,PR,Curitiba,"RODOVIA BR-116, 11507",O&M,C,57
PARANA TRANSFORMADORES EIRELI,08.683.234/0001-92,86703-010,PR,Arapongas,"RUA GUARATINGA, 1509",Outro,C,57
PARANAPANEMA - Candeias,60.398.369/0007-11,43800-000,BA,Candeias,"PORTO DE ARATU, S/N",mineração,,90
PARANAPANEMA - Dias D'Ávila,60.398.369/0004-79,42850-000,BA,Dias d'Ávila,"VIA DO COBRE, 3700",MINERAÇÃO,A+,63
PARENTE ANDRADE - Açailândia,05.057.914/0002-93,65930-000,MA,Açailândia,"TRV D PEDRO II, 221",,,54
PARENTE ANDRADE - Manaus,05.057.914/0001-02,69073-310,AM,Manaus,"RUA AMAZONAS, 141",Revenda,,56
PARFEL PARAFUSO FERRAGENS LTDA,15.112.527/0001-85,40445-000,BA,Salvador,"RUA BARAO DE COTEGIPE, 162/66",Revenda,B,70
Parque Eólico Banda de Couro,,,BA,Sento Sé,,Energia (Éolica),,90
Parque Eólico Baraúnas I,,,BA,Sento Sé,,Energia (Éolica),,90
Parque Eólico Baraúnas II,,,BA,Sento Sé,,Energia (Éolica),,90
Parque Eólico Morro Branco I,,,BA,Sento Sé,,Energia (Éolica),,90
Parque Eólico Mussambê,,,BA,Sento Sé,,Energia (Éolica),,90
Parque Eólico Pedra Branca,,,BA,Sento Sé,,Energia (Éolica),,90
Parque Eólico São Pedro do Lago,,,BA,Sento Sé,,Energia (Éolica),,90
Parque Eólico Sete Gameleiras,,,BA,Sento Sé,,Energia (Éolica),,90
PARQUE SHOPPING MACEIO S.A.,09.511.067/0002-46,57038-000,AL,Maceió,"AVENIDA COMENDADOR GUSTAVO PAIVA, 5945",Edifícios e Estruturas,A,78
PAUL WURTH - BH,,,MG,Belo Horizonte,,Projetos e Engenharia,A,61
PAUL WURTH - Vespasiano,19.813.492/0003-24,33200-000,MG,Vespasiano,,siderurgia,b,61
PCH Alto Fêmeas​,,,ba,São Desidério,,Energia (Hidro),,90
PCH CACHOEIRA DA LIXA,,,BA,Itamaraju,,Energia (Hidro),,90
PCH COLINO I,,,BA,Vereda,,Energia (Hidro),,90
PCH COLINO II,,,BA,Vereda,,Energia (Hidro),,90
PCH Presidente Goulart,,,ba,Correntina,,Energia (Hidro),,90
PCH Sítio Grande,,,ba,São Desidério,,Energia (Hidro),,90
PECEM II GERACAO DE ENERGIA S.A,10.471.487/0002-25,62670-000,CE,São Gonçalo do Amarante,"ROD CE-085, S/N/KM 37,5 CXPST39",Energia (Termo),A,95
PEDRA FURADA ENERGIA S/A,08.995.894/0002-90,55520-000,PE,Ribeirão,"ESTRADA ENGENHO CAJUI, KM 15, S/N/LT 09 ROD PE 85",Energia (Hidro),C,46
PEDRO AFONSO AÇUCAR E BIOENERGIA LTDA,09.067.572/0001-62,77710-000,TO,Pedro Afonso,"ROD TO 010, KM 20, S/N",Açúcar e alcool,,90
PEDRO RODAMILANS SOBRINHO - ME,15.529.835/0001-00,42700-000,BA,Lauro de Freitas,"AV SANTOS DUMONT, 34907/SL 108, KM 3",Revenda,,90
PEMAGRAN PEDRAS MARMORES E GRANITOS LTDA,27.479.401/0001-22,29326-000,ES,Cachoeiro de Itapemirim,"ESTRADA DE GIRONDA, S/N/Cx Postal 493B",Edifícios e Estruturas,B,49
PENHA PAPEIS E EMBALAGENS - Feira de Santana,,,BA,Feira de Santana,,Papel e Celulose,,70
PENHA PAPEIS E EMBALAGENS - Santo Amaro,03.990.321/0001-79,44200-000,BA,Santo Amaro,"FAZENDA PITINGA, S/N",Papel e Celulose,B,70
PENHA PAPEIS E EMBALAGENS - Santo Amaro,03.990.321/0001-79,44200-000,BA,Santo Amaro,"FAZENDA PITINGA, S/N",Papel e Celulose,B,70
PEPSICO,,,PE,,,Alimentos e Bebidas,,46
PERBRAS EMPRESA BRASILEIRA DE PERFURACOES LTDA,15.126.451/0021-90,59600-295,RN,Mossoró,"AVENIDA ALBERTO MARANHAO, 694",O&M,B,47
Peregrino A FSO,,,RJ,,,Óleo e Gás (Offshore),,74
Peregrino B ,,,RJ,,,Óleo e Gás (Offshore),,74
PEREIRA SUZARTE ENGENHARIA LTDA - ME,16.896.779/0001-05,44001-540,BA,Feira de Santana,"RUA GASTAO GUIMARAES, 87",Projetos e Engenharia,,90
PERINI COMERCIAL ALIMENTOS LTDA,11.965.515/0009-08,41830-260,BA,Salvador,"RUA MARANHAO, 64",Edifícios e Estruturas,,70
PEROA PPER,,,ES,,,Óleo e Gás (Offshore),,49
"PESA CATARINENSE COMERCIO, IMP E EXP DE EQUIPAMENTOS S/A",21.683.145/0001-04,88310-697,SC,Itajaí,"AVENIDA MARIO URIARTE, 1511/BL A - GALP 04",Outro,C,57
PETRA AGREGADOS RJ LTDA,13.410.313/0001-60,26330-280,RJ,Queimados,"RUA PROJETADA, 189",Metalurgia,B,48
PETRO RIO JAGUAR PETROLEO LTDA,02.031.413/0003-20,28200-000,RJ,São João da Barra,"VIA 5 PROJETADA, S/N/PARTE, LT A12",Óleo e Gás (Offshore),A+,48
Petrobras  Bacia do Tucano,,,ba,Alagoinhas,,Óleo e Gás (Onshore),,70
Petrobras - Merluza,,,SP,,,Óleo e gás (offshore),,68
Petrobras - Mexilhões,,,SP,,,Óleo e gás (offshore),,68
Petrobras Bacia do Jequitinhonha,,,BA,Canavieiras,,Óleo e Gás (Transporte e Tancagem),,90
PETROBRAS BIOCOMBUSTIVEL  - CANDEIAS,10.144.628/0003-86,43813-300,BA,Candeias,"RODOVIA BA 522, S/N/KM 11",Óleo e Gás (Onshore),,66
BR DISTRIBUIDORA - Duque de Caxias l,34.274.233/0095-84,25225-015,RJ,Duque de Caxias,"RODOVIA WASHINGTON LUIZ, S/N",Óleo e Gás (Transporte e Tancagem),A,48
PETROBRAS DISTRIBUIDORA - Duque de Caxias ll,34.274.233/0361-23,25225-710,RJ,Duque de Caxias,"RUA CARDOSO DE MORAES, 92",Óleo e Gás (Transporte e Tancagem),A,48
BR DISTRIBUIDORA - Duque de Caxias lll,34.274.233/0085-02,24225-030,RJ,Duque de Caxias,"AVN FABOR, 3200",Óleo e Gás (Transporte e Tancagem),A,74
BR DISTRIBUIDORA - Fortaleza,34.274.233/0029-03,60180-480,CE,Fortaleza,"AV. PERIMETRAL, 500",Óleo e Gás (Transporte e Tancagem),A,95
BR DISTRIBUIDORA - São Luís,34.274.233/0149-01,65085-370,MA,São Luís,"PORTO DO ITAQUI, S/N",Óleo e Gás (Transporte e Tancagem),B,54
Petrobras PEROA PPER,,,ES,,,Óleo e Gás (Offshore),,49
TRANSPETRO- São Sebastião,02.709.449/0040-65,11600-000,SP,São Sebastião,"AV GUARDA MOR LOBO VIANA, 1111",Óleo e Gás (Transporte e Tancagem),A+,50
TRANSPETRO - Rio Grande,02.709.449/0059-75,96204-020,RS,Rio Grande,"RUA SEGUNDA SECCAO DA BARRA, S/N",Óleo e Gás (Transporte e Tancagem),A,71
TRANSPETRO - Guarulhos,02.709.449/0035-06,07230-900,SP,Guarulhos,"AV. ORLANDA BERGAMO, S/N",Óleo e Gás (Transporte e Tancagem),A+,42
TRANSPETRO - Aracaju,02.709.449/0055-41,49037-440,SE,Aracaju,"AVENIDA MELICIO MACHADO, S/N",Óleo e Gás (Transporte e Tancagem),A,88
TRANSPETRO - Aracaju,02.709.449/0055-41,49037-440,SE,Aracaju,"AVENIDA MELICIO MACHADO, S/N",Óleo e Gás (Transporte e Tancagem),A,88
TRANSPETRO - Aracaju,02.709.449/0055-41,49037-440,SE,Aracaju,"AVENIDA MELICIO MACHADO, S/N",Óleo e Gás (Transporte e Tancagem),A,88
TRANSPETRO - Aracaju,02.709.449/0055-41,49037-440,SE,Aracaju,"AVENIDA MELICIO MACHADO, S/N",Óleo e Gás (Transporte e Tancagem),A,88
TRANSPETRO - Cubatão,02.709.449/0032-55,11543-000,SP,Cubatão,"CAMINHO PILOES DOS, S/N",Óleo e Gás (Transporte e Tancagem),A,68
TRANSPETRO - Fortaleza,02.709.449/0014-73,60180-420,CE,Fortaleza,"AVENIDA LEITE BARBOSA, S/N",Óleo e Gás (Transporte e Tancagem),B,95
TRANSPETRO - Macaé,02.709.449/0011-20,27995-000,RJ,Macaé,"ROD AMARAL PEIXOTO, S/N",Óleo e Gás (Transporte e Tancagem),A+,40
TRANSPETRO - Osório,02.709.449/0058-94,95520-000,RS,Osório,"ROD. CRIST PEREIRA ABREU, KM 103, RS 030, S/N",Óleo e Gás (Transporte e Tancagem),A,71
TRANSPETRO - Paranaguá,02.709.449/0051-18,83221-675,PR,Paranaguá,"AVENIDA CORONEL SANTA RITA, S/N",Óleo e Gás (Transporte e Tancagem),A,57
TRANSPETRO - RJ,02.709.449/0001-59,20091-060,RJ,Rio de Janeiro,"AVENIDA PRESIDENTE VARGAS, 328",Óleo e Gás (Transporte e Tancagem),A+,48
TRANSPETRO - Salvador,02.709.449/0077-57,41825-900,BA,Salvador,"AVENIDA ANTONIO CARLOS MAGALHAES, 846",Óleo e Gás (Transporte e Tancagem),,66
TRANSPETRO - Santos,02.709.449/0031-74,11095-520,SP,Santos,"RUA DOUTOR ALBERTO SCHWEDTZER, 197",Óleo e Gás (Transporte e Tancagem),A,68
TRANSPETRO - Gonçalo do Amaral,02.709.449/0097-09,62674-000,CE,São Gonçalo do Amarante,"RUA F, PORTA 2, 01",Óleo e Gás (Transporte e Tancagem),B,95
TRANSPETRO - São Mateus,02.709.449/0075-95,29944-370,ES,São Mateus,"ROD CAMPO GRANDE-BARRA NOVA, S/N/KM 8",Óleo e Gás (Transporte e Tancagem),,49
TRANSPETRO - Guamaré,02.709.449/0063-51,59598-000,RN,Guamaré,"RODOVIA RN 221, SN/KM  25",Óleo e Gás (Transporte e Tancagem),A,47
TRANSPETRO - Itajaí,02.709.449/0030-93,88301-970,SC,Itajaí,"ESTRADA GERAL RIO DO MEIO, SN",Óleo e Gás (Transporte e Tancagem),B,57
TRANSPETRO - Maceió,02.709.449/0060-09,57022-150,AL,Maceió,"RUA CAIS DO PORTO, S/N",Óleo e Gás (Transporte e Tancagem),B,78
TRANSPETROE - Belém,02.709.449/0001-59,66115-225,PA,Belém,"AV. SALGADO FILHO, S/N. ROD. ARTHUR BERNARDES MIRAMAR",Óleo e Gás (Transporte e Tancagem),C,94
TRANSPETRO - RJ,02.709.449/0005-82,20531-540,RJ,Rio de Janeiro,"ILHA DA AGUA, S/N",Óleo e Gás (Transporte e Tancagem),,48
TRANSPETRO - Jequié,02.709.449/0013-92,45205-311,BA,Jequié,"AV. TOTE LOMANTO, S/N",Óleo e Gás (Transporte e Tancagem),A,70
TRANSPETRO - Aracruz,02.709.449/0095-39,29197-554,ES,Aracruz,"ROD ES 010, KM 60, S/N",Óleo e Gás (Transporte e Tancagem),,49
TRANSPETRO - Barueri,,,SP,Barueri,,Óleo e Gás (Transporte e Tancagem),A,50
TRANSPETRO - Camaçari,02.709.449/0074-04,42810-020,BA,Camaçari,"RUA BENZENO, S/N",Óleo e Gás (Transporte e Tancagem),,66
TRANSPETRO - Duque de Caxias,02.709.449/0002-30,25225-030,RJ,Duque de Caxias,"ESTRADA FABOR ORBEL, S/N",Óleo e Gás (Transporte e Tancagem),,48
TRANSPETRO - Ipojuca,02.709.449/0049-01,55590-000,PE,Ipojuca,"ROD PE 60, KM 10, S/N",Óleo e Gás (Transporte e Tancagem),A,46
TRANSPETRO - Japeri,02.709.449/0006-63,26450-140,RJ,Japeri,"ESTRADA DOS EUCALIPTOS, 1286",Óleo e Gás (Transporte e Tancagem),,48
TRANSPETRO - Madre de Deus,02.709.449/0008-25,42600-000,BA,Madre de Deus,"ESTRADA DE MADRE DEUS, S/N",Óleo e Gás (Transporte e Tancagem),,66
TRANSPETRO - São Caetano do Sul,02.709.449/0042-27,09550-150,SP,São Caetano do Sul,"RUA FELIPE CAMARAO, 393",Óleo e Gás (Transporte e Tancagem),A+,42
TRANSPETRO - São Francisco do Sul,02.709.449/0020-11,89240-000,SC,São Francisco do Sul,"RUA FELIPE MUSSE, 803",Óleo e Gás (Transporte e Tancagem),B,57
TRANSPETRO - São Luís,02.709.449/0045-70,65085-370,MA,São Luís,"PORTO ITAQUI, S/N",Óleo e Gás (Transporte e Tancagem),B,54
TRANSPETRO - Uberaba,02.709.449/0050-37,38044-770,MG,Uberaba,"AV RIO GRANDE, S/N",Óleo e Gás (Transporte e Tancagem),b,59 
TRANSPETRO - Vitória,02.709.449/0016-35,29090-900,ES,Vitória,"AV. DANTE MICHELINI, 5500",Óleo e Gás (Transporte e Tancagem),,49
PETRODIN SERVICOS MARITIMOS E PETROLEO LTDA,35.960.459/0001-11,27925-490,RJ,Macaé,"AVN NELSON CARVALHAES, 116/LOJA 01",Naval,B,40
PETROEXON SERVICOS DE MANUTENCAO E CONSULTORIA LTDA - ME,12.282.552/0001-19,27940-690,RJ,Macaé,"RUA AZULITA, 171",Óleo e Gás (Offshore),B,40
Petrojarl Cidade de Rio Das Ostras,,,RJ,,,Óleo e Gás (Offshore),,74
PETROBRAS - Macaé,33.000.167/1007-50,27913-350,RJ,Macaé,"AVENIDA ELIAS AGOSTINHO, 655",Óleo e Gás (Offshore),A+,40
PETROBRAS - PETROBRAS ENGENHARIA,33.000.167/0036-31,20031-004,RJ,Rio de Janeiro,"AVENIDA ALMIRANTE BARROSO, 7° ANDAR, 81/EDF TORRE ALM",Óleo e Gás (Offshore),A+,74
PETROBRAS - Alto dos Rodrigues,33.000.167/0148-38,59507-000,RN,Alto do Rodrigues,"RODOVIA RN 118, KM 29, S/N",Óleo e Gás (Onshore),A,47
PETROBRAS - Anchieta,33.000.167/0114-99,29230-000,ES,Anchieta,"EST ANCHIETA-GUARAPARI, 2900",Óleo e Gás (Offshore),A+,49
PETROBRAS - Camaçari l,33.000.167/1122-52,42810-000,BA,Camaçari,"RUA ETENO, 2198",Óleo e Gás (Transporte e Tancagem),,66
PETROBRAS - Camaçari ll,33.000.167/0115-70,42810-030,BA,Camaçari,"RUA JOAO URSULO, 200",Óleo e Gás (Onshore),,70
PETROBRAS - Camaçari lll,33.000.167/0265-00,42810-440,BA,Camaçari,"VIA PARAFUSO, S/N/KM 17",Óleo e Gás (Onshore),,70
PETROBRAS - Camaçari IV,33.000.167/1122-52,42810-000,BA,Camaçari,"RUA ETENO, 2198",Óleo e Gás (Onshore),,70
PETROBRAS - Catu,33.000.167/0236-67,48110-000,BA,Catu,"AV. GEONISIO BARROSO, S/N",Óleo e Gás (Onshore),,66
PETROBRAS - Caucaia,33.000.167/0104-17,61605-600,CE,Caucaia,"ROD CE 422, S/N",Óleo e Gás (Offshore),C,95
PETROBRAS - REDUC,33.000.167/0088-62,25070-235,RJ,Duque de Caxias,"RODOVIA WASHINGTON LUIZ, S/N/KM 113,7",Óleo e Gás (Refinaria),A+,80
PETROBRAS - Fortaleza,33.000.167/0055-02,60180-420,CE,Fortaleza,"AVENIDA LEITE BARBOSA, S/N",Óleo e Gás (Onshore),A,95
PETROBRAS - Abreu e Lima,33.000.167/1111-08,55590-000,PE,Ipojuca,"RODOVIA PE 60, S/N",Óleo e Gás (Refinaria),A+,46
PETROBRAS - Linhares,33.000.167/0118-12,29914-555,ES,Linhares,"FAZ MONSARAS, S/N",Óleo e Gás (Transporte e Tancagem),,49
PETROBRAS - Macaé l,33.000.167/0087-81,27937-030,RJ,Macaé,"ROD BR - 101, S/N/KM 164 - PARTE",Óleo e Gás (Transporte e Tancagem),A+,40
PETROBRAS - Macaé ll,33.000.167/1055-58,27925-290,RJ,Macaé,"RODOVIA AMARAL PEIXOTO, 11000",Óleo e Gás (Transporte e Tancagem),,49
PETROBRAS - Macaé lll,33.000.167/0039-84,27975-290,RJ,Macaé,"RODOVIA AMARAL PEIXOTO, 11000/KM 163 BC20",Óleo e Gás (Transporte e Tancagem),,74
PETROBRAS - Macaé lV,33.000.167/0038-01,27975-290,RJ,Macaé,"RODOVIA AMARAL PEIXOTO, 11000",Óleo e Gás (Offshore),,40
PETROBRAS - Mossoró,33.000.167/0009-69,59633-900,RN,Mossoró,"AV WILSON ROSADO DE SA, S/N/BR 304, KM 46",Óleo e Gás (Offshore),A+,47
PETROBRAS - Natal,33.000.167/1049-00,59070-900,RN,Natal,"AV. EUZEBIO ROCHA, 1000",Óleo e Gás (Onshore),A,47
PETROBRAS - Pilar,33.000.167/1045-86,57150-000,AL,Pilar,"FAZENDA LAMARÃO, ACESSO KM 266, BR 316, S/N",Óleo e Gás (Transporte e Tancagem),B,78
PETROBRAS - RJ l,33.000.167/0002-92,20271-000,RJ,Rio de Janeiro,"RUA GENERAL CANABARRO, 500/4º ANDAR",Óleo e Gás (Offshore),A+,48
PETROBRAS - RJ ll,33.000.167/0819-42,21941-915,RJ,Rio de Janeiro,"AVENIDA HORACIO DE MACEDO, 950",Óleo e Gás (Transporte e Tancagem),,74
PETROBRAS - RJ lll,33.000.167/0042-80,21010-410,RJ,Rio de Janeiro,"RUA FRANCISCO DE SOUSA E MELO, 1580",Óleo e Gás (Offshore),,48
PETROBRAS - RJ IV,33.000.167/0226-95,21010-410,RJ,Rio de Janeiro,"RUA FRANCISCO DE SOUSA E MELO, 1580",Óleo e Gás (Offshore),A,48
PETROBRAS - RJ V,33.000.167/0769-49,20939-900,RJ,Rio de Janeiro,"RUA CARLOS SEIDL, 188",Óleo e Gás (Offshore),A,48
PETROBRASO - Santos,33.000.167/0249-81,11010-310,SP,Santos,"RUA MARQUES DE HERVAL, 90",Óleo e Gás (Offshore),A+,68
PETROBRAS - RLAM,33.000.167/0143-23,43970-000,BA,São Francisco do Conde,"RODOVIA BA 523, KM 4, S/N",Óleo e Gás (Refinaria),A,70
PETROBRAS - RLAM,33.000.167/0143-23,43970-000,BA,São Francisco do Conde,"RODOVIA BA 523, KM 4, S/N",Óleo e Gás (Refinaria),A,70
PETROBRAS - RLAM,33.000.167/0143-23,43970-000,BA,São Francisco do Conde,"RODOVIA BA 523, KM 3,5, S/N",Óleo e Gás (Refinaria),A,70
PETROBRAS - RLAM,33.000.167/0143-23,43970-000,BA,São Francisco do Conde,"RODOVIA BA 523, KM 3,5, S/N",Óleo e Gás (Refinaria),A,70
PETROBRAS - São Gonçalo,33.000.167/0222-61,24722-030,RJ,São Gonçalo,"ESTRADA GUAXINDIBA, S/N",Óleo e Gás (Transporte e Tancagem),,74
PETROBRAS- São Sebastião do Passé,33.000.167/0256-00,43850-000,BA,São Sebastião do Passé,"CAMPO DE TAQUIPE, S/N",Óleo e Gás (Onshore),,66
PETROBRAS - São Sebastião do Passé,33.000.167/0256-00,43850-000,BA,São Sebastião do Passé,"CAMPO DE TAQUIPE, S/N",Óleo e Gás (Onshore),,70
PETROBRAS - Seropédica,33.000.167/0091-68,23890-000,RJ,Seropédica,"ROD PRESIDENTE DUTRA, S/N/KM 200 PARTE",Óleo e Gás (Transporte e Tancagem),,48
PETROBRAS - Vitória,33.000.167/0004-54,29057-550,ES,Vitória,"AV NOSSA SENHORA DA PENHA, 1688/EDIVIT",Óleo e Gás (Transporte e Tancagem),,49
PETROBRAS - Camaçari,33.000.167/0266-82,42810-235,BA,Camaçari,"AV MURICY, 1859/AREA IND LESTE",Óleo e Gás (Onshore),B,70
PETROBRAS - Bacia de Urucu,33.000.167/0793-79,69011-970,AM,Manaus,"RUA RIO QUIXITO, 1",Óleo e Gás (Offshore),A+,56
PETROBRAS - REMAN,,,AM,Manaus,,Óleo e Gás (Refinaria),A+,56
PETROBRAS - FAFEN-SE (UNIGEL),33.000.167/1123-33,49170-000,SE,Laranjeiras,"RODOVIA SE 211, S/N/KM 1",Fertilizantes,A+,88
PETROBRAS - RECAP,33.000.167/0852-63,09380-000,SP,Mauá,"AVENIDA ALBERTO SOARES SAMPAIO, 2122",Óleo e Gás (Refinaria),A+,42
PETROBRAS - REFAP,33.000.167/0102-55,92010-011,RS,Canoas,"AVENIDA GETULIO VARGAS, 11001",Óleo e Gás (Refinaria),A+,71
PETROBRAS - REGAP,33.000.167/0093-20,32669-205,MG,Betim,,Óleo e Gás (Refinaria),A+,61
PETROBRAS - REPAR,33.000.167/0809-70,83707-440,PR,Araucária,"ROD BR-476, S/N/KM 16",Óleo e Gás (Refinaria),A+,57
PETROBRAS - REPLAN,33.000.167/0643-47,13140-000,SP,Paulínia,"RODOVIA SP-332, S/N/KM 132",Óleo e Gás (Refinaria),A+,104
PETROBRAS - REVAP,33.000.167/0822-48,12223-900,SP,São José dos Campos,"RODOVIA PRESIDENTE DUTRA, KM 143, S/N/BR 116",Óleo e Gás (Refinaria),A+,104
PETROBRAS - RLAM,33.000.167/0143-23,43970-000,BA,São Francisco do Conde,"RODOVIA BA 523, KM 4, S/N",Óleo e Gás (Refinaria),A+,70
PETROBRAS - RPBC,33.000.167/0147-57,11555-900,SP,Cubatão,"PRACA MAL STENIO C A LIMA, 1",Óleo e Gás (Refinaria),A+,68
PETROBRAS - SIX,33.000.167/0496-23,83900-000,PR,São Mateus do Sul,"RODOVIA DO XISTO, BR 476, KM 143, S/N",Óleo e Gás (Refinaria),A+,57
PETROBRAS - TECARMO,33.000.167/0577-23,49072-010,SE,Aracaju,"RUA ACRE, 2504",Óleo e Gás (Offshore),A+,88
PETROBRAS - MACAÉ V,33.000.167/1044-03,28700-000,RJ,Macaé,"RODOVIA AMARAL PEIXOTO, S/N/KM 188",Óleo e Gás (Offshore),,40
